doc_index	true_label	exp_label	annotation_time	snippet	doc_text
17600	0	2	7.56829404831	My husband and I went to see this movie, being the horror movie buffs that we are.	My husband and I went to see this movie, being the horror movie buffs that we are. Two hours later I found myself wanting both my money and time back. I was so disappointed. The teasers for this film basically contained the best points of the film. There was nothing very scary about the film other than good timing on surprise entrances, etc. I found most of the 'scary' parts to be more comical than anything. After viewing other movies based on the works of Japanese writers, I have to conclude that what is deemed frightening in Japan is not what is frightening here in the US. My advice: If you are a fan of true horror movies, save yourself the pain of sitting through this one. I can't really say that I would recommend renting it either, unless you have a free rental coming to you.
7776	0	1	11.0336780548	Ignoring (if possible) the tediously gratuitous marijuana smoking (which seems to be mandatory in Australian government-funded films) the cast of this movie gives a reasonably credible performance.	Ignoring (if possible) the tediously gratuitous marijuana smoking (which seems to be mandatory in Australian government-funded films) the cast of this movie gives a reasonably credible performance. That's a far as it goes. The rest is simply awful. The plot's overburdened with "wow" symbolisms which are meant to look good on film but go nowhere. A gross example is the giant peach float, obviously left over from a town parade and donated by the local canning factory. It was just too tempting to waste what was hopefully a free, but nevertheless irrelevant, prop! The peach is given a cursory, unexplained wash-down at one stage but that's where it ends.  Similarly, the contrived "black spot" road sign where Steph's parents were killed, is intended to symbolize the eventual escape from her past, but her escape to what? She's had a pretty good deal where she was, especially considering her visual disability and the unending, loving patience and care of her understanding young female guardian.  The Guinness' prize for corny melodrama, however, goes to the characterization of Alan. Alan successfully aspires to the noble role of trade union shop steward but "rats" on his fellow workers by becoming a supervisor for a wicked multi-national - hiss! hiss! As a supervisor, Alan performs the boss' villainous dirty work. He implements redundancies until, surprise, surprise, the whole plant is closed and Alan himself is left as a pathetic, unemployed failure. No cliché-free zones here, mate! Not only this, but Alan also loses the seductive Steph from the most unlikely relationship you'd encounter. If you think the plot is melodramatic and didactic, don't ask about detail. What's the significance of the shaving cream on Steph's seductive leg? Why doesn't the hotel, where the couple makes love, eventually twig that someone's gaining illegal entry to one of its grandest bedrooms and, among other pandemoniums, the sheets are regularly soiled - quite spectacularly on one occasion. Summing this movie up in one word: Avoid, Avoid, Avoid.
19142	0	2	3.4451379776	(various spoilers follow)  Gene Kelly.	(various spoilers follow)  Gene Kelly. Not Georges Guetary, who is sometimes criticized for being too young and un-French. Not Leslie Caron, who is sometimes criticized for her very green performance. Not even Oscar Levant, who more often than not annoys the dickens out of me.  No, it would definitely be Gene Kelly. There's something about his screen persona that's too ambitious and focused for him to be convincing as a penniless artist in Paris, content to put off facing the critics indefinitely, frolicking with little kids and old ladies and painting in the streets. That's what made him so effective in SINGIN' IN THE RAIN and other movies where he played ambitious, focused characters. Jerry Mulligan is in some ways a cousin to Tommy Albright in BRIGADOON, another Lerner story with Kelly miscast as an American at loose ends who falls in love with a picturesque European place and an innocent female who embodies its virtues.  Except that Jerry isn't as likeable as even poor dazed Tommy. That's another galling thing about this film. Jerry is sometimes a cad to Milo, and even worse to Lise. When he first sees the latter at a club, he pulls a dirty trick to get her to dance with him. When she sits down again he pulls an even dirtier trick to get her phone number. When he calls her the next day she hangs up on him, which he takes as a cue to drop in at her workplace. And throughout all this it's obvious she wants NOTHING to do with him. When she starts laughing at his jokes in the perfume shop, it's about as believable as Milo's interest in his paintings. Sure he's good-looking and playful, but why should that sway her when she's got Henri, who seems like a gentleman to boot?  Admittedly it comes off so distasteful partly because of the actress. If a role like Lise was played by, say, Judy Garland, she would shower Jerry with indignant insults and glares. If she was played by Cyd Charisse, one would admire his guts. But when she's played by first-timer Leslie Caron she looks and acts like a shy, vulnerable teenager, and as a result Jerry just seems like a creep. And why DID they choose these other actors (though personally I'd rather they'd solved things by changing the lead) when the whole story hinges on the romance of these two young poor sweethearts disentangling themselves from their loveless commitments to older rich people? Not only is Gene Kelly a few years above Guetary and Foch, he's old enough to be Caron's father.  In short I think it all would have been improved by casting some young comedic-relief type dancer as Jerry, the kind that usually turned up in musical supporting roles...e.g. Ray MacDonald in GOOD NEWS or Bobby Van in SMALL TOWN GIRL. Maybe not them necessarily but someone LIKE them. Someone who could have chased Lise and made it seem harmlessly playful; someone who would have appeared genuinely happy living in that Chaplinesque hole-in-the-wall; someone whose humor and naivete would have contrasted better with Oscar Levant's sarcastic grumpiness. It probably also would have made the ballet seem less ponderous. And it might have provided a voice that could sing Gershwin better.  All this may give the impression that I don't like Gene Kelly. I do like him. He was terrific in most of his films, just not this one (well, and a few others). I don't despise AAIP itself, either; it has good points, like the art direction. And Leslie Caron, who despite her inexperience is rather charming, and really does look like she just stepped out of a painting. Georges Guetary does a fine job and his "Stairway to Paradise" is my favorite number in the movie. Nina Foch is beautiful and touching and should have ended up with SOMEBODY. But not Jerry Mulligan. I wouldn't wish that on her.
13506	1	2	7.80457997322	Tigerland follows the lives of a group of recently drafted men into the army who are called up to fight in Vietnam in 1971.	Tigerland follows the lives of a group of recently drafted men into the army who are called up to fight in Vietnam in 1971.  At this point, America knows they are fighting a loosing battle, and the director takes us through a 16mm handheld documentary shot film of the lives of several recruits in the 'Tigerland' training camp in Louisiana.  The film is more of a character study no real plot, but it focuses on a key character Roland Boz, who is a dissabordinate yet intelligent man, who only wants to escape the camp. We are taken through several characters in the unit waiting for the story to unfold.  I'd have to say this is a great story about Vietnam and more importantly about the army in general.. Great acting, and very memorable. Also the directors use of film and style works so well, cause it looks a lot like the old film footage you always see regarding Vietnam. Its great to see how the film shows that all the infighting and problems were so significant to the problems of fighting this battle. The particular scene where Boz walks away from a training mission where an instructor is showing how to use a radio as a torture device just about sums up everything about war in a nutshell... and it's futility.  Fantastic film. Not just about Nam but about who individuals have to decide what is morally right by being 'in the army'.  Rating 9 out of 10.
15677	1	1	6.12754893303	This light hearted comedy should be enjoyed for entertainment value.	This light hearted comedy should be enjoyed for entertainment value. It gets quite hysterically funny at times, but if you haven't spent any time on 'that' side of the tracks you will miss the comedy when it erupts.  The cast of characters meld well together and are quite believable in their roles. How Grace handles meeting her dead husbands girlfriend was well played. She's a true lady. And, my favorite is Grace's white pimp suit that she wears.  I highly recommend this flick to anyone who wants to laugh out loud, who cheers for the underdog or just wishes to watch something different.
7798	1	1	4.96586918831	after seeing this excellent film over 100 times, i still find new things that blow me away with this movie, great special effects, incredible acting, and a plot full of ingenious twists makes this movie an excellent depiction of capitalism versus communism, and in this ending everyone is happy and all is well.	after seeing this excellent film over 100 times, i still find new things that blow me away with this movie, great special effects, incredible acting, and a plot full of ingenious twists makes this movie an excellent depiction of capitalism versus communism, and in this ending everyone is happy and all is well. best movie ever!!!
9809	1	1	7.10441184044	A wonderful film version of the best-selling book and smash Broadway play about the lives of Sadie and Bessie Delany, two African-American sisters who both lived over the age of 100 and told their story of witnessing a century of American history.	A wonderful film version of the best-selling book and smash Broadway play about the lives of Sadie and Bessie Delany, two African-American sisters who both lived over the age of 100 and told their story of witnessing a century of American history. Ruby Dee and Diahann Carroll give very good performances as Bessie and Sadie, respectively. Amy Madigan also is good as Amy Hill Hearth, the white New York Times reporter whose article about the sisters launched the book, etc. Many of the flashback scenes and even many of the present-day ones are very powerful, if not quite as inspirational as in the book. That is the only real drawback, combined with the fact that certain aspects of the story are not presented clearly, such as the inter-racial background of the sisters' mother and why their father was so stern. But other than that, a very well-done, excellently performed, powerful movie.
830	0	0	10.1008620262	"Revolt of the Zombies" proves that having the same director revamp and recycle an idea doesn't necessarily make lightning strike twice.	"Revolt of the Zombies" proves that having the same director revamp and recycle an idea doesn't necessarily make lightning strike twice.  The Halperin brothers, responsible for the horror classic "White Zombie", made this trite piece of garbage a mere few years later to cash in on its popularity and even recycled close-ups of Lugosi's eyes from that previous film. There was a court battle with the "White Zombie" film's rights owners, who didn't want the Halperins to be able to use the word 'zombie' in this title. That word was the only thing that could help this film, because, as everyone knows, bad films can make much more money simply by having the word 'Zombie' appear in the title. Knowing what Victor Halperin was capable of a few years before only makes this uninteresting film more insulting. It seems he never directed another horror film after this debacle. The zombies here seem not to be true walking dead, but simply hypnotism victims.  Wanna create a mind-controlled army of zombies? Be ready to crack a few eggs, including your own.  THE LAME PLOT: Man falls in love with scheming woman who plays with his heart and becomes engaged to him only to make his friend, whom she loves, jealous. This sends man into a spiral of madness in which he tries using zombie mind-control techniques to change things to his advantage in an attempt to win over a woman who isn't worth spit.  This includes one of the most blatantly obvious plot developments I've ever seen. You'd have to be blind or stupid not to see the ending coming. The acting isn't even good. This movie makes the racially insensitive "King of the Zombies" (which appeared on the same double bill DVD I bought) seems like an atmospheric horror masterpiece by comparison and reminds us that not every black and white film is a classic. It makes the atomic age sci-fi alien zombie cheese fest "Invisible Invaders" seem like a serious drama. This is one big ball of cheese so ridiculously melodramatic it could probably make many a Korean film fan twitch (South Korean films are often known for their use of melodrama). The credits list the ironically named company Favorite Films. I'm not sure whose favorite film this would be, but they're obviously an idiot.  Not recommended for fans of: zombies, romance, or classic films.
994	1	1	12.5783541203	Besides the fact that my list of favorite movie makers is: 1)Stanley Kubrick 2)God Allmighty 3)the rest... this movie actually is better than the book (and the TV miniseries though this is an easy feat, considering the director).	Besides the fact that my list of favorite movie makers is: 1)Stanley Kubrick 2)God Allmighty 3)the rest... this movie actually is better than the book (and the TV miniseries though this is an easy feat, considering the director). The flawless filming stile, the acting and (Kubrick's all time number one skill) the music - make it THE masterpiece of horror. I watched the TV miniseries a few years ago and liked the story and I had my hopes about this when I got a hold of it. IT BLEW ME AWAY!!! It is far better than I ever imagined it. It starts slow (Kubrick trademark) and has a lot of downtime that builds up the suspense. The intro scene is a classic by all means and I watched it about 20 times just for the shear atmosphere it induces to the whole film. Also the film doesn't offer a lot of gore (it has just enough and it is by no means tasteless) a trend that I hate in recent day horror films. Just watch it!
21788	1	1	2.26693797112	I love this movie.	I love this movie. It's wacky, funny, violent, surreal, played out in a madman's head, and definitely not your usual comedy.   If you don't find the film amusing then I guess it's just not for your tastes, so this is a tough one to write a review for.  For reference, some other comedies I love are The Big Lebowski, The Princess Bride, and Zoolander (that one only got me the second time around). There are others, but my taste is definitely for the unusual, and I am willing to accept that most people just don't tend to like that kind of thing. I make no apologies for having an unusual sense of humour - at least I have one.  The scenes and characters of this particular movie are well put together, the verbal humour is hilarious, the situations are intriguing, the acting is very good (as you would expect of the cast), though the acting demands made of the cast by the script are not particularly high. The overall package makes for fun, funny, watchable yet violent entertainment.
347	0	2	11.9793550968	I think we all begin a lot of reviews with, "This could've made a GREAT movie."	I think we all begin a lot of reviews with, "This could've made a GREAT movie." A demented ex-con freshly sprung, a tidy suburban family his target. Revenge, retribution, manipulation. Marty's usual laying on of the Karo syrup. But unfortunately somewhere in Universal's high-rise a memorandum came down: everyone ham it up.  Nolte only speaks with eyebrows raised, Lange bitches her way through cigarettes, Lewis "Ohmagod's!" her way though her scenes, and Bobby D...well, he's on a whole other magic carpet. Affecting some sort of Cajun/Huckleberry Hound accent hybrid, he chomps fat cigars and cackles at random atrocities such as "Problem Child". And I want you to imagine the accent mentioned above. Now imagine it spouting brain-clanging religious rhetoric at top volume like he swallowed six bibles, and you have De Niro's schtick here. Most distracting of all, though, is his most OVERDONE use of the "De Niro face" he's so lampooned for. Eyes squinting, forehead crinkled, lips curled. Crimany, Bob, you looked like Plastic Man.  The story apparently began off-screen 14 years earlier, when Nolte was unable to spare De Niro time in the bighouse for various assaults. Upon release, he feels Nolte's misrep of him back then warrants the terrorizing of he and his kin. And we're supposed to give De Niro's character a slight pass because Nolte withheld information that might've shortened his sentence. De Niro being one of these criminals who, despite being guilty of unspeakable acts, feels his lack of freedom justifies continuing such acts on the outside. Mmm-kay.  He goes after Notle's near-mistress (in a scene some may want to turn away from), his wife, his daughter, the family dog, ya know. Which is one of the shortcomings of Wesley Strick's screenplay: utter predictability. As each of De Niro's harassments becomes more gruesome, you can pretty much call the rest of the action before it happens. Strick isn't to be totally discredited, as he manages a few compelling dialogue-driven moments (De Niro and Lewis' seedy exchange in an empty theater is the film's best scene), but mostly it's all over-cranked. Scorsese's cartoonish photographic approach comes off as forced, not to mention the HORRIBLY outdated re-worked Bernard Hermann score (I kept waiting for the Wolf Man to show up with a genetically enlarged tarantula).  Thus we arrive at the comedic portion of the flick. Unintentionally comedic, that is. You know those scenes where something graphically horrific is happening, but you can't help but snicker out of sight of others? You'll do it here. Nolte and Lange squawking about infidelity, De Niro's thumb-flirting, he cross-dressing, and a kitchen slip on a certain substance that has to be seen to believed. And Bob's infernal, incessant, CONSTANT, mind-damaging, no-end-in sight blowhard ramblings of all the "philosophy" he disovered in prison. I wanted him killed to shut him up more than to save this annoying family.  I always hate to borrow thoughts from other reviewers, but here it's necessary. This really *is* Scorsese's version of Freddy Krueger. The manner in which De Niro relishes, speaks, stalks, withstands pain, right down to his one-liners, is vintage Freddy. Upon being scalded by a pot of thrown water: "You trying' to offer sumpin' hot?" Please. And that's just one example.  Unless you were a fan of the original 1962 flick and want a thrill out of seeing Balsam, Peck, and Mitchum nearly 30 years later (or want a serious head-shaking film experience), avoid a trip to the Cape.
13108	0	0	7.06419897079	"Visitor Q" is a failed attempt at black comedy which focuses on what might be the world's most dysfunctional family including physical abuse from beatings to murder to incest to sodomy to necrophilia to a lactating mom who nurses her husband and adult daughter, etc.	"Visitor Q" is a failed attempt at black comedy which focuses on what might be the world's most dysfunctional family including physical abuse from beatings to murder to incest to sodomy to necrophilia to a lactating mom who nurses her husband and adult daughter, etc. The film is so outrageous it garnered some critical praise and established a small cult following. However, with home video quality and a slapdash production, "Visitor Q" just doesn't hold up even as a curiosity. Genitals are blurred out and sanitary appliances clearly visible, make-up is awful, and everything else is amateurish at best. A waste of time. (C-)
22562	1	2	13.6563692093	Given the nature and origin of the 11 filmakers it is not surprising that this film is at best neutral in its stance towards America.	Given the nature and origin of the 11 filmakers it is not surprising that this film is at best neutral in its stance towards America. Probably the most 'anti' segment comes from Ken Loach who is definitely not towing the British New Labour party line. Although those events of a year ago are shocking and painful to most Americans and most spectators who saw them unfold live through CNN etc. the majority of the writers and directors choose to show that tragedy is not an American monopoly. Should anybody be surprised that these 3000 deaths are given the same weight elsewhere as the West gives to thousands Tutsi, Tamil, Bosnian, Chilean, Kurdish (need we go on) victims. If this was a 'wake-up' call for the States then it is equally tragic that in the subsequent 12 months the Israel/Palestine impasse is further from a solution while George Bush Jnr. would rather wreak revenge than make the world a safer place. I think many of the contributors wonder where the idealism of the Founding Fathers went, and why America orignally built as a bastion of freedom, justice and tolerance now sees its self-interest paramount while the Third World wonders where the next drink, meal or bullet is coming from.
18259	0	0	8.20936107635	If you are the sort of person who can get a kick out of a very bad movie, then I highly recommend this one.	If you are the sort of person who can get a kick out of a very bad movie, then I highly recommend this one. If you aren't, stay away. This is an astonishingly cheap-looking movie, and at times you may find yourself wondering if it isn't just a prank someone is pulling on you. The most positive comment I can make about it is that the people responsible seemed to realize that it was super-low-budget nonsense, so there is at least a sense of fun here.  But this is as amateurish as it gets. Their idea of giant killer mushrooms are simply guys covered with beige colored sheets with what looks like trash can covers on their heads. It's obviously not meant to be taken seriously (to say the least), but even with that disclaimer you'll find yourself shaking your head at the awesome cheesiness of it all. Or laughing out loud frequently, as I did.
8709	1	2	5.75493812561	Vince Lombardi High School has a new principal--the evil Ms. Togar (Mary Woronov).	Vince Lombardi High School has a new principal--the evil Ms. Togar (Mary Woronov). She intends to ban rock and roll music all together. She butts head with Riff Randall (P.J. Soles) who LOVES the Ramones. Also the head of the school football team (Vincent Van Patten) can't seem to connect with any girl--not realizing cute Kate Rambeau (Dey Young) is in love with him.  An instant midnight movie. This was put in general release and almost immediately bombed--but as a midnight movie it was a huge hit and kept playing all through the 1980s. I remember attending more than a few of those when I was in college--it was like a party! People were singing along with the songs, laughing uproariously at every joke and generally just having fun.  Seeing it now as an adult I can't imagine why I loved this so much. The script is juvenile and full of groaners that I couldn't believe I was hearing. Characters change at random and the movie goes jumping all over the place. What saves this are some truly funny lines and wonderful performances by Soles and Woronov (who is REALLY enjoying herself). Also everyone is full of energy and playing their roles WAY over the top (as they should). As for the Ramones...I was never a fan. I DO like the title tune but the rest of the songs never really caught me. If you're a Ramones fan you might give this a higher rating.  SPOILER WARNING!!!! This is mostly for kids (it has a PG rating) who will probably find it silly but fun. I especially think they'll like the end when the high school is blown up! SPOILER END!!!!  So, if you're in the mood for a silly midnight movie from the 1980s you might like this. Otherwise stay away. I give it a 7.
12492	0	0	3.99686384201	This is one of the worst things to ever come out of England, so that says a lot right there.	This is one of the worst things to ever come out of England, so that says a lot right there. The tension when we have to find out whether or not Lembach is staying is amazing though. The upside is seeing the nice secretary, Sheila, in her picnic table print underwear for awhile after being captured by Dr. Rat Face. This movie has several views of London too although none of them are good. There is also a point in which there is almost a car accident which gets your heart rate back to just below normal. There is also a watch that gets teleported away, and the fear of the woman not getting her watch back is parallel to the horror of "The Sixth Sense" only a lot more dull and British. Add on a furious gun fight between the British police and the Dr. Rat, which results in nothing, plus the electrocuting of a lot of people, plus a cat and you have yourself... ummm... A British movie. The MST3K version is pretty good although not one of there bests.
20364	1	1	4.74390387535	I love Kristen Dunst, especially in Elizabethtown.	I love Kristen Dunst, especially in Elizabethtown. I guess she's the kind of actress who had better not act before camera, but just be herself. She did that, and she looked so natural in Elizabethtown. In this movie, however, she did try to add in more artificial performance, especially in the first half of the film, so that she looked more like a sober editor. While in the other half, she totally set herself back in her daily track, and I just couldn't tell her to be an editor any way. Therefore, her performance is not enduring in this film.   The film,on the whole, is attracting and inspiring. the character of Young is full and reasonable. Anyway, the film tells a big and sophisticated story.   The only big defect is that it didn't show a turning point of the hero and heroine's love story. I am totally confused when they kiss at the end of the story, because that is rather unclear for the two persons.
19269	0	0	10.7240400314	Not that "a film by Ulli Lommel" filled me with hope, but I must confess that ZODIAC KILLER managed to sink beneath my lowest expectations.	Not that "a film by Ulli Lommel" filled me with hope, but I must confess that ZODIAC KILLER managed to sink beneath my lowest expectations. There is a recent trend among young filmmakers of utilizing digital video for their early projects, which is all well and good for giving these kids the opportunity to create work without spending all their money on expensive film stock. But many of these young filmmakers have also wised up to the notion of filtering the finished movie so that it appears qualitatively more like celluloid. The effect is never perfect, but it helps. Unfiltered digital video really only works for the "mockumentary" style, because it never looks like anything other than video. Therein lies the primary trouble with ZODIAC KILLER. Watching the movie feels like watching a daytime soap opera about a murderer. It does not feel like watching a movie. And what's even more unforgivable is that the Lommel is NOT a young filmmaker. He ought to know better. He ought to know that it's virtually impossible to generate horror (or even suspense!) on video. For the love of god this guy has been directing since the sixties! He may be the only director who has failed to improve over a forty year career in the business. And lucky us, he wrote the script too! So you can expect convoluted actions that mean nothing, unjustified behavior, and at least one truly pretentious plot element that will leave you utterly unsatisfied. Please, please miss this film. You'll thank me later.
20962	1	1	9.41972303391	This movie can be described in those 2 words "just unbelievable".	This movie can be described in those 2 words "just unbelievable". This is the best movie ever made, I just cant see why this movie isnt in the top 250. I also can't see why anybody would not love Scarface. Anyways, if you havnt seen it, it is a must buy.
21077	1	2	5.4274790287	I have seen this movie a while back, after ordering it for my friend, who is a big Dominic Monaghan fan.	I have seen this movie a while back, after ordering it for my friend, who is a big Dominic Monaghan fan. The movie itself was very interesting, though it had its positive points, which for me was the Donnie Darko kind of "wtf?" factor after the movie had ended.  Of course, with positive also come negative points. To me, the young girl in the film was incredibly good, and Dominic Monaghan did a good job as well. Unfortunately I don't have this opinion about Daniel Burke, who played Lonnie. This might just be me, and I'm not claiming to be a serious critic, in the way that I don't find myself skilled enough, but he just didn't seem convincing as an actor. But perhaps it's even more striking then, for although I am not a critic, this does get my attention.  To conclude, over all I think it's definitely a film worth watching. It's interesting, confusing, and you just should have seen it.
22015	0	0	5.57497906685	I thought this was a truly awful film--I found myself actually yelling at my tv a couple times.	I thought this was a truly awful film--I found myself actually yelling at my tv a couple times. One or both of the gay male leads was miscast; there was absolutely no chemistry between them and Richard Ruccolo looked like he'd rather be kissing a dog. The movie covers their long and tortured courtship, highlighting each break-up and make-up, but not developing the reasons in-between in any detail. These reasons would make for some interesting characters, not the fight or the make-up scene in bed (lame even if you liked the movie).  Andrea Martin and Adam Goldberg shine as their characters, but it doesn't make the film worth renting. Save your money.
18823	1	1	3.15299081802	I was really surprised with this movie.	I was really surprised with this movie. Going in to the sneak preview, knowing nothing about the movie except for the one trailer I'd seen, I thought it was going to be a Dude Where's My Car kind of crap fest. I was expecting bad sex jokes and farting and a pathetic lead character who will get laid in the end because that's just how movies work. Instead I got a smart, surprisingly original movie about a decent, average guy who just never had sex.  Yes, the film is chock full o' sex jokes and vulgarity and the occasional hey-look-a-nipple!, but it's done much in the spirit of Bad Santa rather than Sorority Boys. All the characters are people you probably know in real life, redeemable friends who are just trying to hook a brother up and live their lives.  I went in thinking this movie was going to be total crap, and I was very surprised. Yea, it's pretty over the top (c'mon, it's a movie about a 40 year old virgin!), but it's very smartly done.  In the end, you're really pulling for this guy to get laid, which says a lot about the movie because honestly, did you really care if Ashton Kutcher found his car or not?
14984	0	0	6.63082695007	I will say that at least the movie makes sense, but it's bad.	I will say that at least the movie makes sense, but it's bad. The acting for the most part is not good (I think only Sky showed any promise) and you feel awkward watching it. All of the scenes that should be meaningful are really shallow, like when Ng comes out to her parents. There are a lot of corny details, like the kanji tattoo on the Sky's shoulder, the magnets on the girls' refrigerator and the god awful decor at the sets...and the music...and clothes..and everything. Real life has never been like this movie. The boy says at one point "I'm gay, not corny." And not aware. Even the commentary is awful, I turned it off after Ng talks about how she was weirded out playing a lesbian.
3972	1	1	11.0693678856	To watch this film from start to finish without bursting into laughter at some point requires almost an act of faith, as one has to keep saying to oneself, "it's old", "it's a classic", "be kind", not because the movie is so bad, but because at its best it's so good.	To watch this film from start to finish without bursting into laughter at some point requires almost an act of faith, as one has to keep saying to oneself, "it's old", "it's a classic", "be kind", not because the movie is so bad, but because at its best it's so good. This is one dated movie. It's also a classic, if a tarnished one. I'm not inclined to laugh at people anyway, on principle, and I get more than a little irritated when others do so. To make fun of The Informer to my mind is a little like giggling at an idiot savant when he dribbles his orange juice all over the tablecloth. Yes, one says to oneself, he is an idiot, and yet when he's on top of his game he is also a true savant. The same is true for The Informer, which is on occasion very dreadful indeed, and yet it boasts splendid photography, some fine acting, a wonderful score and a good, decent simple story. In the end, which I won't give away, politics, religion and psychology come together, in a church, in such a way as to make the scene seem corny and over the top, and yet so is life sometimes. Uneducated people of simple faith behave differently from us (presumably brilliant) modern folks, and the scene isn't so much unbelievable (I buy it, but I know the Irish) as embarrassing. Yet people do behave that way, they do say things like that. Not everyone is hip, and it may not even be desirable for everyone to be hip. Are people today so much superior to those of seventy or eighty years ago? And in what way? I don't think so. We're just different. Now go watch the movie.
5504	0	0	13.9952950478	didn't know anything about the film or that it was based on a best selling book.Tried guessing from the opening scenes what it would be about,best guess,buried treasure and a death list.That lasted about 15 minutes when i got the sneaky suspicion that the film was crap.I'll not bore you with how bad the plot and acting were but anyone who gave it more than two stars must work for the film makers.I watched until the hero jumped into his corvette to rush to the hospital.He had his on his suit,shirt and tie arrived at the hospital in jeans and a t/shirt.Couldn't even get the continuity right.	didn't know anything about the film or that it was based on a best selling book.Tried guessing from the opening scenes what it would be about,best guess,buried treasure and a death list.That lasted about 15 minutes when i got the sneaky suspicion that the film was crap.I'll not bore you with how bad the plot and acting were but anyone who gave it more than two stars must work for the film makers.I watched until the hero jumped into his corvette to rush to the hospital.He had his on his suit,shirt and tie arrived at the hospital in jeans and a t/shirt.Couldn't even get the continuity right. I got the Christian theme,hard to miss it .
16930	1	2	20.6448099613	If you're one of those who recognise with pleasure such arcane titles as 'Book of the Dead', 'Book of Eibon' or 'Necronomicon', then you should feel right at home with Malefique, a film which also features an occult tome, one with the power to change the destinies of all involved.	If you're one of those who recognise with pleasure such arcane titles as 'Book of the Dead', 'Book of Eibon' or 'Necronomicon', then you should feel right at home with Malefique, a film which also features an occult tome, one with the power to change the destinies of all involved. Discovered by four French prisoners sharing a cell, the fearsome object has been placed in the wall there by Danvers, a serial killer incarcerated back in the 1920s; a man obsessed with rejuvenation and the black arts before he abruptly vanished. Finders of the book are Carrère (Gérald Laroche) a company embezzler shopped by his wife, Lassalle (Philippe Laudenbach) who aspires to be a woman but at the same time body-builds to execute an escape plan, the halfwit Pâquerette (Dimitri Rataud) who once ate his baby sister, and the 'librarian' Marcus (Clovis Cornillac), supposedly driven mad by reading, who murdered his wife. Reminding the viewer of Meat Loaf's equally bizarre, bosomy male in Fight Club (1999), Lassalle begins as the dominant member of the quartet, one who is especially protective of the infantile Pâquerette. With the coming of the book however, and the overarching need to decipher its dangerous contents, Marcus assumes greater and greater significance. At first assured of an early bail, meanwhile Carrère takes little more than academic interest in events. Suddenly he too needs an urgent escape option and, as the prisoners experiment, Danvers' book starts to reveal some of its terrifying powers...  Staged for the most part within a prison cell, and between four or five characters, Malefique has a claustrophobic air entirely suited to its subject matter (as well as the limited budget of the filmmakers). Only at the start and then at the conclusion do we get to leave the confines of the cell, a necessary opening out which only serves to emphasise the doomed, closed-in nature of proceedings elsewhere. More than anything, this is a film about being trapped, either as a victim of your criminal past or of occult events now unfolding. "I'm going to escape," says Carrère at the start of the film, wishing more than anything to be able to rejoin his wife and son. Whether or not he does it will be at a terrible price, and the great irony of the film is that the ultimate form of an 'escape' may not be one a man might imagine.  With all its budget limitations it is greatly to the first-time feature director Eric Vallette's credit that his film succeeds as well as it does. As critics have noticed, it is a film with strong Freudian overtones - Lassalle's distinctive mammaries and adult breast feeding for instance; the picture of a vagina which comes to life and develops an eye; the grown man who dissolves back into a foetus; Danvers' original placenta fetish; the dark cell as a primitive womb from which 'delivery' is awaited, etc. With so many interesting aspects to the script Vallette hardly puts a foot wrong, and he succeeds in creating a genuinely unsettling atmosphere out of what, when one comes down to it, is just a matter of four guys, four bunks, one folding table and a book. There's a genuine, growing, Lovecraftian frisson as the men summon up the unnameable darkness from within its pages, while one or two moments - the aforementioned blinking vagina, or what ultimately happens to Pâquerette - are unsettlingly memorable. The pacing of many of the dark events in Malefique is deliberate, rejecting the rapid cutting of many Hollywood productions: a video culture approach that often subverts the horrified gaze in favour of quick-fix action and gore. Perhaps this is a particularly European manner, as one recalls a similar, measured approach to shocking hallucination taken in such films as Verhoeven's The Fourth Man (1983) - a film that incidentally also shares a particularly nasty image based around a prolapsed eye.  Lensed well in 1.85:1, Malefique benefits from excellent performances and, if for this viewer at least, the conclusion was not as explainable as it might have been, the journey to the final shot was worth taking. Coming so soon after the release of the similarly well-received Haute Tension (aka: Switchblade Romance, 2003), this is another reason to be grateful that good horror films are once again emerging from the French industry, this after a time when it seemed the only worthwhile product came from Asia
4039	0	2	5.78284692764	I rented this by mistake.	I rented this by mistake. I thought, after a cursory examination of the box, that this was a time-travel/sci-fi story. Instead, it's a "Christian" story, and I suppose is fairly typical example. If you are sold on the message you probably will overlook the awkwardness of the plot/acting/etc., but I found it rather painful.   I have to admit that I'm bothered by the rewriting of history in this story. It paints the 1890's as some sort of paradise of family values and morality (a character is aghast that 5% of marriages end in divorce!), but it overlooks very unsavory sides of this "highly moral" society (rigid racial, sexual, and social discrimination were widespread, for instance). And at one point the hero complains to a clothing store owner about things that sound not all that different than the complaints of some Iranian leaders about women's clothing styles (as reported in a recent WSJ).  Overall, thought, I suppose that it's the sort of thing you'll like if you like this sort of thing, and it's certainly wholesome...
